srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
2977403,A,2,110018,308,233,131,A,ADLD,110051,28-04-2017,06-03-2017,13-03-2018,4091,20-03-2018,1.36E+01
3017262,C,12,302006,233,233,131,A,ADLD,302022,17-12-2017,15-12-2017,25-03-2018,4453,27-03-2018,1.21E+01
3042076,AN,22,400104,233,233,131,A,ADLD,380006,12-06-2017,10-06-2017,31-03-2018,4581,04-04-2018,1.09E+01
3008475,C,2,110018,233,233,131,B,ADLD,131001,05-02-2018,21-12-2017,22-03-2018,4550,04-04-2018,1.27E+01
3050330,AJ,27,110034,233,233,228,A,ADLD,110029,09-03-2018,02-03-2018,03-04-2018,4388,10-04-2018,1.24E+01
3038213,AJ,27,110034,233,245,131,A,ADLD,110025,13-12-2017,13-12-2017,30-03-2018,4388,09-04-2018,1.21E+01
2920840,Y,1,400059,233,233,131,A,ADLD,400051,14-12-2017,13-12-2017,27-02-2018,4581,07-03-2018,1.25E+01
2969023,AA,24,110092,233,233,131,A,ADLD,110072,27-01-2018,07-01-2018,10-03-2018,4150,13-03-2018,1.30E+01
2961591,AM,2,110018,233,233,131,A,ADLD,110067,08-05-2017,07-05-2017,09-03-2018,4092,14-03-2018,1.35E+01
3059009,AN,6,160059,233,233,131,B,ADLD,160019,06-10-2017,01-10-2017,05-04-2018,4441,11-04-2018,1.06E+01
2883293,AN,4,600024,233,233,131,B,ADLD,607402,18-11-2017,16-11-2017,18-02-2018,4490,21-02-2018,1.41E+01
2934920,AN,7,500004,233,233,131,B,ADLD,530017,20-10-2017,18-10-2017,03-03-2018,4403,07-03-2018,1.30E+01
2990164,AN,22,400104,308,233,131,A,ADLD,400083,24-07-2017,01-10-2016,17-03-2018,4581,21-03-2018,1.12E+01
2990164,AN,22,400104,308,233,131,A,ADLD,400083,24-07-2017,20-07-2017,17-03-2018,4581,21-03-2018,1.09E+01
3031453,AJ,27,110034,233,233,131,B,ADLD,131021,26-12-2017,19-12-2017,28-03-2018,4388,31-03-2018,1.20E+01
3030208,AJ,25,560037,201,233,131,0,ADLD,683543,05-06-2017,10-05-2017,28-03-2018,4460,09-04-2018,1.33E+01
2924766,AJ,2,110018,233,233,228,A,ADLD,110075,29-12-2017,21-07-2017,28-02-2018,4388,04-03-2018,1.28E+01
2930751,AN,22,400104,233,233,131,A,ADLD,400098,26-12-2017,16-12-2017,02-03-2018,4581,06-03-2018,1.20E+01
3012230,AJ,8,700064,233,233,131,A,ADLD,700072,26-08-2017,01-04-2017,23-03-2018,4499,26-03-2018,1.26E+01
3003946,AJ,6,160059,233,233,228,C,ADLD,141002,17-02-2018,13-02-2018,21-03-2018,4437,29-03-2018,1.15E+01
2962440,AE,1,400059,233,245,131,B,ADLD,394210,31-01-2018,25-05-2017,10-03-2018,4015,19-03-2018,1.42E+01
2943050,AD,4,600024,233,233,228,A,ADLD,600118,27-10-2017,25-06-2016,05-03-2018,4488,09-03-2018,1.30E+01
2994280,Y,26,560066,308,233,131,A,ADLD,560037,02-06-2017,30-05-2017,18-03-2018,5001,20-03-2018,9.34E+00
3025655,AN,22,400104,233,233,131,B,ADLD,384002,28-06-2017,24-06-2017,27-03-2018,4581,31-03-2018,1.26E+01
2856203,C,6,160059,233,233,228,B,ADLD,160103,18-01-2018,03-01-2018,09-02-2018,4549,12-02-2018,1.39E+01
2898673,AN,2,110018,233,233,131,A,ADLD,110085,30-06-2017,28-06-2017,22-02-2018,4147,26-02-2018,1.47E+01
2906662,AJ,2,110018,308,233,131,A,ADLD,122001,29-07-2017,18-07-2017,25-02-2018,4388,05-03-2018,1.20E+01
2939509,AN,7,500004,233,233,131,A,ADLD,500084,22-05-2017,19-05-2017,05-03-2018,4403,09-03-2018,1.29E+01
3009705,AN,21,110015,233,233,228,B,ADLD,180012,15-02-2018,09-01-2018,23-03-2018,4580,26-03-2018,1.20E+01
2860907,AN,21,110015,233,233,131,A,ADLD,110034,06-07-2017,05-07-2017,11-02-2018,4580,13-02-2018,1.30E+01
2865502,J,21,110015,233,233,131,0,ADLD,0,17-06-2017,13-06-2017,13-02-2018,4580,15-02-2018,1.37E+01
2865502,J,21,110015,233,233,131,A,ADLD,110025,17-06-2017,13-06-2017,13-02-2018,4580,15-02-2018,1.39E+01
2865502,AN,21,110015,233,233,131,A,ADLD,110025,17-06-2017,05-05-2017,13-02-2018,4580,15-02-2018,1.29E+01
2865502,AN,21,110015,233,233,131,0,ADLD,0,17-06-2017,05-05-2017,13-02-2018,4580,15-02-2018,1.27E+01
2884038,AJ,12,302006,233,233,228,A,ADLD,302001,29-09-2017,08-03-2017,18-02-2018,4453,21-02-2018,1.57E+01
2926865,C,3,560011,233,233,228,A,ADLD,560097,15-12-2017,29-03-2017,01-03-2018,4469,06-03-2018,1.48E+01
3024359,AJ,27,110034,308,233,228,A,ADLD,110051,17-02-2018,16-12-2016,27-03-2018,4388,03-04-2018,1.16E+01
3044401,C,2,110018,233,233,131,B,ADLD,124001,28-02-2018,03-10-2017,01-04-2018,4550,03-04-2018,1.12E+01
3000644,AN,21,110015,233,233,131,B,ADLD,131028,10-11-2017,11-04-2018,20-03-2018,4580,01-04-2018,1.12E+01
3065947,AN,22,400104,233,233,131,B,ADLD,431601,24-07-2017,20-07-2017,08-04-2018,4581,10-04-2018,1.04E+01
2827514,AN,21,110015,233,245,131,A,ADLD,110070,16-05-2017,13-05-2017,01-02-2018,4580,05-02-2018,1.40E+01
2991249,AA,24,110092,233,245,131,A,ADLD,110086,22-04-2017,20-04-2017,17-03-2018,4150,24-03-2018,1.30E+01
2869637,AN,21,110015,233,233,131,B,ADLD,248007,28-12-2017,22-06-2017,14-02-2018,4580,17-02-2018,1.52E+01
2840650,C,1,400059,0,0,131,A,ADLD,400053,22-11-2017,20-11-2017,05-02-2018,4545,08-02-2018,1.87E+01
2883620,C,11,641012,233,233,228,A,ADLD,641035,02-02-2018,15-04-2017,18-02-2018,4492,21-02-2018,1.41E+01
3063850,AN,7,500004,233,233,131,A,ADLD,500079,19-05-2017,17-05-2017,07-04-2018,4403,18-04-2018,1.23E+01
2886273,AN,17,800001,233,233,131,A,ADLD,800013,29-07-2017,27-07-2017,19-02-2018,4538,21-02-2018,1.42E+01
3019633,AJ,25,560037,233,233,131,A,ADLD,560068,22-02-2018,29-10-2017,26-03-2018,4460,31-03-2018,1.24E+01
3054023,C,5,380009,233,233,228,A,ADLD,380055,01-03-2018,26-02-2018,04-04-2018,4546,10-04-2018,1.02E+01
2883881,C,6,160059,233,233,131,C,ADLD,143001,19-01-2018,12-02-2017,18-02-2018,4549,21-02-2018,1.31E+01
2945175,AN,21,110015,233,233,131,B,ADLD,132103,11-11-2017,08-11-2017,06-03-2018,4580,12-03-2018,1.15E+01
2921054,AN,21,110015,233,233,131,B,ADLD,342001,31-07-2017,29-07-2017,27-02-2018,4580,03-03-2018,1.34E+01
2830791,AN,7,500004,233,233,131,C,ADLD,507115,06-10-2017,30-09-2017,02-02-2018,4403,10-02-2018,1.55E+01
2951098,Y,12,302006,233,233,131,B,ADLD,313001,27-02-2018,25-02-2018,07-03-2018,4668,15-03-2018,1.11E+01
3025629,AN,7,500004,233,233,131,A,ADLD,500016,02-01-2018,01-01-2018,27-03-2018,4403,04-04-2018,1.36E+01
3058004,AN,21,110015,308,233,131,A,ADLD,122018,16-10-2017,13-10-2017,05-04-2018,4580,12-04-2018,1.00E+01
2894422,AN,3,560011,233,245,131,A,ADLD,560037,27-02-2017,08-02-2017,21-02-2018,4467,24-02-2018,1.40E+01
2901320,C,3,560011,233,245,131,A,ADLD,560008,09-04-2017,06-04-2017,23-02-2018,4461,26-02-2018,1.40E+01
2843754,AF,1,400059,233,233,131,A,ADLD,400004,18-02-2017,15-02-2017,06-02-2018,4019,10-02-2018,1.60E+01
2843203,AJ,1,400059,233,233,228,A,ADLD,400612,21-06-2017,12-09-2016,06-02-2018,4398,12-02-2018,1.56E+01
2859463,AM,2,110018,233,233,131,A,ADLD,121003,24-02-2017,08-02-2017,10-02-2018,4092,15-02-2018,1.51E+01
2886084,AE,1,400059,233,233,131,A,ADLD,401303,25-02-2017,25-02-2017,19-02-2018,4015,23-02-2018,1.68E+01
2866387,AN,21,110015,233,233,131,B,ADLD,334001,31-08-2017,25-08-2017,13-02-2018,4580,24-02-2018,1.32E+01
2907324,AN,21,110015,233,233,131,A,ADLD,302012,07-03-2017,03-03-2017,26-02-2018,4580,06-03-2018,1.23E+01
2889057,AN,6,160059,233,233,131,B,ADLD,160047,14-03-2017,09-03-2017,20-02-2018,4673,08-03-2018,1.27E+01
2933663,C,2,110018,308,233,228,A,ADLD,122003,15-10-2017,01-07-2017,03-03-2018,4091,17-03-2018,1.26E+01
2973581,AN,22,400104,233,233,131,A,ADLD,400604,01-09-2016,30-08-2016,13-03-2018,4581,21-03-2018,1.21E+01
3029501,AJ,27,110034,233,233,228,B,ADLD,342008,19-05-2017,19-05-2017,28-03-2018,4388,06-04-2018,1.16E+01
2899996,AJ,3,560011,233,245,131,A,ADLD,560066,24-01-2018,24-01-2018,23-02-2018,4460,26-02-2018,1.47E+01
2855179,C,2,110018,233,233,131,A,ADLD,110093,29-11-2017,22-11-2017,09-02-2018,4094,14-02-2018,1.71E+01
3030476,AN,7,500004,233,233,131,B,ADLD,520002,26-08-2017,08-07-2017,28-03-2018,4403,02-04-2018,1.19E+01
2938992,AN,21,110015,233,233,131,C,ADLD,141003,12-10-2017,10-10-2017,04-03-2018,4580,11-03-2018,1.15E+01
3073790,AN,21,110015,233,233,131,A,ADLD,110062,23-10-2017,16-10-2017,11-04-2018,4580,14-04-2018,9.84E+00
2900218,AN,21,110015,201,233,131,D,ADLD,124146,04-03-2017,02-03-2017,23-02-2018,4580,27-02-2018,1.32E+01
2930437,AN,21,110015,233,233,131,B,ADLD,136038,01-08-2017,29-07-2017,02-03-2018,4580,07-03-2018,1.16E+01
3023784,AJ,27,110034,233,233,228,A,ADLD,121005,18-09-2017,19-07-2017,27-03-2018,4388,06-04-2018,1.12E+01
2860965,AJ,2,110018,233,233,228,B,ADLD,135003,26-04-2017,27-11-2016,11-02-2018,4388,20-02-2018,1.40E+01
2928767,AN,21,110015,233,245,131,A,ADLD,110001,27-03-2017,12-05-2016,01-03-2018,4580,10-03-2018,1.27E+01
2840328,C,2,110018,233,233,131,A,ADLD,110024,04-04-2017,02-04-2017,05-02-2018,4091,16-02-2018,1.51E+01
2821067,AI,12,302006,233,233,131,B,ADLD,313001,13-12-2017,13-12-2017,30-01-2018,4407,01-02-2018,1.46E+01
2850925,AJ,6,160059,233,233,228,C,ADLD,141001,26-04-2017,28-12-2016,08-02-2018,4437,13-02-2018,1.39E+01
2867878,AN,17,800001,233,233,131,B,ADLD,848101,10-01-2018,20-02-2017,14-02-2018,4538,19-02-2018,1.43E+01
3058072,AD,3,560011,233,245,228,A,ADLD,560079,01-03-2018,23-07-2017,05-04-2018,5146,09-04-2018,8.13E+00
2824553,AJ,3,560011,233,233,228,A,ADLD,560076,29-12-2017,28-12-2017,31-01-2018,4667,03-02-2018,1.39E+01
2969868,AN,21,110015,233,233,131,A,ADLD,110088,29-04-2016,01-04-2016,11-03-2018,4580,14-03-2018,1.37E+01
2958112,AN,21,110015,233,233,131,A,ADLD,110009,02-10-2017,28-09-2017,09-03-2018,4580,15-03-2018,1.34E+01
2873570,AJ,7,500004,233,233,228,A,ADLD,500003,18-07-2017,30-06-2017,15-02-2018,4474,18-03-2018,1.30E+01
2975939,C,2,110018,233,233,131,A,ADLD,110051,21-12-2017,21-12-2017,13-03-2018,4550,15-03-2018,1.15E+01
2953045,AN,22,400104,233,233,131,A,ADLD,411014,08-05-2017,06-05-2017,07-03-2018,4581,13-03-2018,1.19E+01
3001266,AJ,6,160059,233,233,131,B,ADLD,125055,26-09-2017,21-09-2017,20-03-2018,4437,23-03-2018,1.19E+01
3003981,AN,17,800001,233,233,131,C,ADLD,834004,09-05-2017,06-05-2017,21-03-2018,4538,26-03-2018,1.26E+01
3060416,AN,22,400104,233,233,131,A,ADLD,400071,08-09-2017,05-09-2017,06-04-2018,4581,11-04-2018,1.04E+01
3043846,C,2,110018,233,233,228,A,ADLD,121003,08-03-2018,25-12-2016,31-03-2018,4550,07-04-2018,1.18E+01
3047010,AN,26,560066,233,233,131,A,ADLD,600125,03-06-2017,23-05-2017,02-04-2018,5001,11-04-2018,9.96E+00
3007440,AN,22,400104,233,233,131,A,ADLD,411001,17-07-2017,13-07-2017,22-03-2018,4581,09-04-2018,1.09E+01
2822700,AN,21,110015,233,233,131,C,ADLD,122050,17-09-2017,09-09-2017,31-01-2018,4580,02-02-2018,1.46E+01
2822700,AA,21,110015,233,233,131,C,ADLD,122050,17-09-2017,01-01-2016,31-01-2018,4580,02-02-2018,1.39E+01
2949641,AN,21,110015,201,233,131,0,ADLD,250341,07-11-2016,04-11-2016,07-03-2018,4580,10-03-2018,1.24E+01
3012071,AA,7,500004,233,233,228,A,ADLD,500042,07-03-2018,04-02-2018,23-03-2018,4479,27-03-2018,1.30E+01
3085603,AN,7,500004,233,233,131,A,ADLD,500038,15-12-2017,13-12-2017,14-04-2018,4403,18-04-2018,1.12E+01
2836788,AN,21,110015,233,233,131,B,ADLD,140413,01-03-2017,24-02-2017,03-02-2018,4580,06-02-2018,1.41E+01
3048394,AN,22,400104,233,233,131,B,ADLD,390002,04-10-2017,30-09-2017,02-04-2018,4581,08-04-2018,1.04E+01
2944456,AN,4,600024,233,233,131,A,ADLD,600016,13-04-2017,12-04-2017,06-03-2018,4490,08-03-2018,1.38E+01
3059906,AI,23,400001,233,233,131,B,ADLD,390001,14-02-2018,14-02-2018,06-04-2018,4398,09-04-2018,1.09E+01
3047377,AN,26,560066,233,233,228,A,ADLD,560068,12-03-2018,29-01-2018,02-04-2018,5001,12-04-2018,8.51E+00
3083483,AN,17,800001,233,233,131,A,ADLD,800013,06-06-2016,02-06-2016,14-04-2018,4410,17-04-2018,1.30E+01
2854424,AN,22,400104,233,245,131,B,ADLD,363641,18-10-2016,14-10-2016,09-02-2018,4581,19-02-2018,1.35E+01
2865597,AN,22,400104,233,233,131,B,ADLD,440016,24-07-2017,22-07-2017,13-02-2018,4581,17-02-2018,1.45E+01
2919883,AN,7,500004,233,233,131,A,ADLD,500025,15-06-2017,14-06-2017,27-02-2018,4403,03-03-2018,1.34E+01
2996026,Y,6,160059,233,233,131,C,ADLD,171006,16-08-2017,12-09-2015,19-03-2018,4441,26-03-2018,1.36E+01
2996026,Y,6,160059,233,233,131,C,ADLD,171006,16-08-2017,30-09-2016,19-03-2018,4441,26-03-2018,1.23E+01
2833279,AJ,8,700064,233,233,131,A,ADLD,700029,07-07-2017,27-06-2017,02-02-2018,4499,05-02-2018,1.45E+01
2897790,C,2,110018,233,233,228,A,ADLD,122004,22-01-2018,18-05-2017,22-02-2018,4091,26-02-2018,1.69E+01
3014467,AJ,17,800001,201,233,131,D,ADLD,845412,14-09-2017,14-09-2017,24-03-2018,4370,28-03-2018,1.57E+01
3046243,AJ,23,400001,233,233,131,A,ADLD,400606,10-05-2017,01-05-2017,02-04-2018,4398,06-04-2018,1.33E+01
2983287,AI,12,302006,233,233,131,B,ADLD,313001,02-11-2017,01-11-2017,15-03-2018,4407,17-03-2018,1.24E+01
2822733,AD,2,110018,233,233,228,A,ADLD,122009,19-11-2017,05-10-2017,31-01-2018,4148,05-02-2018,1.53E+01
2831678,AN,3,560011,233,233,131,A,ADLD,560041,22-04-2017,19-04-2017,02-02-2018,4467,07-02-2018,1.33E+01
2841076,AN,21,110015,233,233,131,A,ADLD,302018,27-12-2016,06-12-2016,05-02-2018,4668,08-02-2018,1.23E+01
2839341,AJ,5,380009,233,233,131,A,ADLD,380007,12-12-2017,07-12-2017,05-02-2018,4422,10-02-2018,1.42E+01
2879653,AN,2,110018,233,233,131,A,ADLD,110012,30-05-2017,29-05-2017,17-02-2018,4147,22-02-2018,1.57E+01
2854025,AJ,6,160059,233,233,131,C,ADLD,136026,14-07-2017,13-07-2017,09-02-2018,4437,13-02-2018,1.47E+01
2928931,AJ,2,110018,233,233,131,A,ADLD,110034,10-05-2017,10-05-2017,01-03-2018,4388,05-03-2018,1.24E+01
2928756,AN,8,700064,201,233,131,0,ADLD,757037,11-03-2017,09-03-2017,01-03-2018,4508,06-03-2018,1.44E+01
2949050,AJ,7,500004,233,233,228,A,ADLD,500049,09-02-2018,07-02-2018,07-03-2018,4474,13-03-2018,1.22E+01
2930141,AA,24,110092,233,233,228,A,ADLD,110044,04-02-2018,03-02-2018,01-03-2018,4150,09-03-2018,1.30E+01
2951962,AJ,10,226010,233,233,228,B,ADLD,282006,22-01-2018,17-09-2017,07-03-2018,4425,09-03-2018,1.34E+01
2941785,C,12,302006,233,233,228,A,ADLD,302018,31-01-2018,06-10-2017,05-03-2018,4453,12-03-2018,1.23E+01
2953241,AJ,2,110018,233,233,228,A,ADLD,110096,09-02-2018,28-10-2016,07-03-2018,4388,18-03-2018,1.25E+01
3000314,AJ,2,110018,233,233,228,A,ADLD,110034,04-03-2018,21-07-2017,20-03-2018,4388,21-03-2018,1.21E+01
3035314,C,12,302006,233,233,131,A,ADLD,302025,09-11-2017,08-11-2017,29-03-2018,4453,04-04-2018,1.13E+01
3039486,AN,8,700064,0,233,131,B,ADLD,734007,03-07-2017,29-06-2017,30-03-2018,4508,03-04-2018,1.46E+01
3039486,AN,8,700064,233,233,131,B,ADLD,734007,03-07-2017,29-06-2017,30-03-2018,4508,03-04-2018,1.18E+01
3079909,AJ,23,400001,233,233,131,C,ADLD,474005,21-03-2018,25-01-2018,12-04-2018,4398,14-04-2018,1.09E+01
3063578,AJ,27,110034,0,233,131,A,ADLD,110088,18-05-2017,17-05-2017,07-04-2018,4388,18-04-2018,1.35E+01
3063578,AJ,27,110034,233,233,131,A,ADLD,110088,18-05-2017,17-05-2017,07-04-2018,4388,18-04-2018,1.07E+01
2990169,AJ,10,226010,233,233,131,B,ADLD,282007,11-03-2018,08-03-2018,17-03-2018,4425,20-03-2018,1.20E+01
2897728,AB,1,400059,233,233,228,A,ADLD,500007,18-01-2018,08-09-2017,22-02-2018,4478,23-02-2018,1.39E+01
2985794,AJ,6,160059,233,233,131,C,ADLD,141003,24-12-2017,22-12-2017,15-03-2018,4437,20-03-2018,1.30E+01
2965604,Y,10,226010,233,233,131,B,ADLD,229001,18-02-2018,15-12-2017,10-03-2018,4393,16-03-2018,1.24E+01
2950459,AN,7,500004,233,233,131,A,ADLD,500082,15-06-2017,13-04-2017,07-03-2018,4403,13-03-2018,1.29E+01
2994724,AJ,23,400001,233,233,131,B,ADLD,440014,15-12-2017,14-12-2017,19-03-2018,4398,23-03-2018,1.26E+01
3007626,AJ,23,400001,233,233,131,B,ADLD,422003,01-04-2017,26-03-2017,22-03-2018,4398,30-03-2018,1.45E+01
2825840,AN,4,600024,233,233,228,A,ADLD,600014,10-01-2018,30-12-2017,31-01-2018,4490,03-02-2018,1.57E+01
2891390,C,12,302006,233,233,131,B,ADLD,342001,18-04-2017,14-04-2017,20-02-2018,4453,24-02-2018,1.38E+01
3013538,AN,21,110015,233,233,131,B,ADLD,313001,19-01-2018,26-05-2017,24-03-2018,4580,27-03-2018,1.26E+01
2841088,AN,7,500004,233,233,131,A,ADLD,500072,03-06-2017,02-06-2017,05-02-2018,4403,09-02-2018,1.45E+01
2900538,S,7,500004,233,233,228,A,ADLD,500072,23-01-2018,08-09-2017,23-02-2018,4479,26-02-2018,1.38E+01
3045160,AE,17,800001,233,233,131,A,ADLD,800020,17-07-2017,03-07-2017,01-04-2018,4370,04-04-2018,1.41E+01
3045160,AJ,17,800001,233,233,131,A,ADLD,800020,17-07-2017,14-07-2017,01-04-2018,4370,04-04-2018,1.21E+01
3089818,AN,7,500004,233,233,131,A,ADLD,500072,19-04-2017,18-04-2017,17-04-2018,4403,19-04-2018,1.32E+01
2832781,AJ,9,411016,233,233,131,A,ADLD,411028,18-04-2017,26-03-2018,02-02-2018,4021,06-02-2018,1.57E+01
2847689,S,2,110018,233,233,228,A,ADLD,110029,19-05-2017,16-06-2017,07-02-2018,4150,12-02-2018,1.48E+01
2842951,AN,7,500004,233,233,131,A,ADLD,500037,23-07-2016,23-07-2016,06-02-2018,4403,13-02-2018,1.58E+01
2862975,AN,7,500004,233,233,131,C,ADLD,505001,29-05-2017,26-05-2017,12-02-2018,4403,17-02-2018,1.44E+01
2833133,AN,22,400104,233,233,131,C,ADLD,363351,24-06-2017,22-06-2017,02-02-2018,4581,07-02-2018,1.35E+01
2885025,AA,7,500004,233,233,131,B,ADLD,520013,26-12-2017,26-12-2017,19-02-2018,4479,23-02-2018,1.39E+01
2922494,AN,22,400104,233,233,131,A,ADLD,400013,23-07-2017,20-07-2017,28-02-2018,4581,04-03-2018,1.35E+01
2906583,AN,22,400104,233,233,131,C,ADLD,425201,01-12-2017,30-11-2017,25-02-2018,4581,01-03-2018,1.35E+01
2898052,AJ,2,110018,233,233,228,A,ADLD,110025,20-02-2018,15-02-2018,22-02-2018,4388,08-03-2018,1.45E+01
2941800,AN,26,560066,233,233,131,0,ADLD,0,08-04-2017,02-04-2017,05-03-2018,5001,22-03-2018,1.14E+01
2897824,C,6,160059,233,233,131,B,ADLD,134109,29-09-2017,29-09-2017,22-02-2018,4549,18-03-2018,1.31E+01
3015248,C,2,110018,233,233,228,A,ADLD,110090,13-08-2017,30-10-2016,24-03-2018,4550,26-03-2018,1.16E+01
3041559,AJ,23,400001,233,233,131,A,ADLD,411014,23-12-2017,23-12-2017,31-03-2018,4398,03-04-2018,1.37E+01
3045753,AN,22,400104,233,233,131,A,ADLD,400607,26-06-2017,23-08-2016,02-04-2018,4581,06-04-2018,1.08E+01
3065592,AJ,27,110034,233,233,228,A,ADLD,201304,12-02-2018,05-05-2017,08-04-2018,4388,09-04-2018,1.08E+01
3016942,AJ,27,110034,233,245,228,A,ADLD,110018,30-01-2018,29-01-2018,25-03-2018,4388,10-04-2018,1.07E+01
2861733,AN,8,700064,233,233,131,A,ADLD,700034,14-03-2017,10-03-2017,12-02-2018,4508,21-02-2018,1.42E+01
3067719,C,6,160059,233,233,228,B,ADLD,147001,04-03-2018,04-03-2018,09-04-2018,4549,11-04-2018,9.75E+00
2970742,AJ,2,110018,233,233,131,C,ADLD,263153,05-08-2017,31-07-2017,12-03-2018,4388,13-03-2018,1.45E+01
3082608,AJ,23,400001,233,233,131,A,ADLD,400092,02-05-2017,02-05-2017,13-04-2018,4398,19-04-2018,1.21E+01
2939051,C,2,110018,233,233,228,B,ADLD,181152,05-07-2017,15-03-2017,04-03-2018,4550,08-03-2018,1.17E+01
2974278,AI,6,160059,233,233,131,C,ADLD,141010,21-10-2017,20-10-2017,13-03-2018,4437,17-03-2018,1.20E+01
3021778,AJ,23,400001,308,233,131,A,ADLD,400610,09-05-2017,13-06-2016,26-03-2018,4398,05-04-2018,1.31E+01
2858256,AN,6,160059,233,233,131,B,ADLD,160101,15-01-2018,20-05-2016,10-02-2018,4673,13-02-2018,1.40E+01
2908406,C,2,110018,233,233,131,B,ADLD,132103,21-03-2017,15-03-2017,26-02-2018,4094,06-03-2018,1.62E+01
3040724,AN,26,560066,233,233,228,A,ADLD,560008,05-06-2017,08-05-2017,31-03-2018,5001,10-04-2018,9.25E+00
2938657,AJ,7,500004,233,0,228,A,ADLD,500072,14-05-2017,13-05-2017,04-03-2018,4474,09-03-2018,1.47E+01
2954193,C,2,110018,233,233,131,A,ADLD,122001,24-01-2018,07-10-2016,08-03-2018,4550,11-03-2018,1.29E+01
2819316,AJ,3,560011,233,233,228,A,ADLD,560001,16-08-2017,11-12-2015,30-01-2018,4460,06-02-2018,1.54E+01
2861404,AI,8,700064,233,233,131,A,ADLD,700157,21-11-2017,21-11-2017,11-02-2018,4499,14-02-2018,1.43E+01
2862698,AN,22,400104,233,233,131,A,ADLD,400607,30-06-2017,28-06-2017,12-02-2018,4581,16-02-2018,1.34E+01
2886093,AJ,1,400059,233,233,228,A,ADLD,400604,07-01-2018,02-08-2017,19-02-2018,4398,24-02-2018,1.51E+01
2874172,AJ,2,110018,233,233,131,A,ADLD,110092,13-01-2018,17-10-2017,15-02-2018,4388,19-02-2018,1.47E+01
2901210,AN,2,110018,233,233,131,A,ADLD,110009,13-06-2017,12-06-2017,23-02-2018,4147,27-02-2018,1.46E+01
2941044,S,24,110092,233,233,131,A,ADLD,400055,22-08-2017,18-08-2017,05-03-2018,4150,10-03-2018,1.38E+01
2971642,AJ,12,302006,233,233,131,A,ADLD,302029,10-01-2018,10-01-2018,12-03-2018,4407,15-03-2018,1.22E+01
2953269,AN,22,400104,233,233,131,B,ADLD,452003,03-02-2018,03-12-2017,07-03-2018,4581,13-03-2018,1.20E+01
2884506,AJ,2,110018,233,233,131,A,ADLD,110088,10-05-2017,01-11-2016,19-02-2018,4388,13-03-2018,1.31E+01
2982503,AA,24,110092,233,233,228,B,ADLD,144001,31-07-2017,13-06-2017,15-03-2018,4150,17-03-2018,1.32E+01
2977410,AI,9,411016,233,233,131,C,ADLD,496001,04-10-2017,03-10-2017,13-03-2018,4021,17-03-2018,1.54E+01
2987358,AI,7,500004,233,233,131,A,ADLD,500060,20-11-2017,20-11-2017,16-03-2018,4474,26-03-2018,1.34E+01
3001322,AN,7,500004,233,233,131,B,ADLD,530004,17-10-2017,16-10-2017,20-03-2018,4403,01-04-2018,1.30E+01
3012946,AJ,27,110034,0,233,131,0,ADLD,247663,07-03-2018,31-07-2017,24-03-2018,4388,28-03-2018,1.50E+01
3012946,AJ,27,110034,201,233,131,0,ADLD,247663,07-03-2018,31-07-2017,24-03-2018,4388,28-03-2018,1.46E+01
3033841,AN,22,400104,233,233,131,B,ADLD,403707,02-01-2018,29-12-2017,29-03-2018,4581,03-04-2018,1.09E+01
3047008,AN,21,110015,201,233,131,0,ADLD,250619,24-11-2017,14-11-2017,02-04-2018,4580,10-04-2018,1.05E+01
2975719,C,6,160059,233,233,131,B,ADLD,140413,15-12-2016,14-12-2016,13-03-2018,4549,15-03-2018,1.29E+01
2859658,AN,22,400104,233,233,131,B,ADLD,390012,17-07-2017,14-07-2017,10-02-2018,4581,13-02-2018,1.44E+01
2885491,AN,22,400104,233,233,131,A,ADLD,380051,18-08-2016,16-08-2016,19-02-2018,4581,06-03-2018,1.38E+01
2972179,AN,22,400104,233,233,131,A,ADLD,411038,29-05-2017,27-05-2017,12-03-2018,4581,25-03-2018,1.18E+01
3036970,C,3,560011,233,245,228,A,ADLD,560029,27-07-2017,24-07-2016,29-03-2018,4469,03-04-2018,1.19E+01
2827007,C,3,560011,233,233,228,A,ADLD,560037,16-12-2017,02-04-2016,01-02-2018,4461,05-02-2018,1.47E+01
2984011,C,7,500004,233,233,228,A,ADLD,500008,23-10-2017,22-10-2017,15-03-2018,4477,18-03-2018,1.24E+01
3055830,AN,8,700064,233,233,131,B,ADLD,711302,25-07-2017,23-07-2017,05-04-2018,4508,11-04-2018,1.13E+01
2819033,AD,2,110018,233,233,131,A,ADLD,201301,07-02-2017,29-01-2017,30-01-2018,4148,01-02-2018,1.66E+01
2819124,AN,2,110018,233,233,131,0,ADLD,0,12-09-2017,26-08-2017,30-01-2018,4388,01-02-2018,1.42E+01
2819124,AJ,2,110018,233,233,131,0,ADLD,0,12-09-2017,24-07-2016,30-01-2018,4388,01-02-2018,1.66E+01
2859298,AI,5,380009,233,233,131,B,ADLD,394220,05-10-2017,04-10-2017,10-02-2018,4422,17-02-2018,1.61E+01
2920942,AJ,2,110018,233,233,228,B,ADLD,248001,31-01-2018,14-05-2017,27-02-2018,4388,04-03-2018,1.30E+01
